f_id,event_id,event_name_id,president,event_detail,event_address,event_date_end,event_time_end,event_date_start,event_time_start
264,444,1,<blank>,<blank>,ศาลา 15 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-09-03,18:30,2011-08-30,18:30
264,445,3,<blank>,สำนักงานสลากกินแบ่งรัฐบาล<br />\r\nครอบครัว คูสิทธิผล<br />\r\nบริษัท การบินไทย จำกัด(มหาชน)<br />\r\nสถาบันโภชนาการ มหาวิทยาลัยมหิดล<br />\r\nคุณปิยะชัย กรรณสูต และครอบครัว,เมรุ 2 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-04,13:00
263,446,1,<blank>,<blank>,ศาลา10 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-09-02,19:00,2011-08-28,19:00
263,447,3,<blank>,บุตร-ธิดา และหลานๆ\r\nศิษย์เก่าสวนกุหลาบวิทยาลัย\r\nพงษ์เพชรสอนขับรถยนต์\r\nชมรมฟุตบอลศิษย์เก่าสวนกุหลาบ\r\nISCAR(THAILAND) LTD.\r\nHEXA(THAILAND) CO.LTD.\r\nศิษย์เก่าโรงเรียนศึกษานารี\r\nสภาสังคมสงเคราะห์แห่งประเทศไทย ในพระบรมราชูปถัมภ์\r\nน้องๆและหลานๆ อ.ฉวาง จ.นครศรีธรรมราช\r\nญาติๆบ้านออก-บ้านตก นครศรีธรรมราช\r\nศิษย์เก่าคณะสังคมสงเคราะห์ศาสตร์ มธ.\r\nศิษย์เก่าคณะอักษรศาสตร์จุฬาฯรุ่น 47\r\n,เมรุ1 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-03,17:00
262,448,3,<blank>,ดำริ-รุจิเรศ-กษมาช นีรปัทมะ (เจ้าภาพ),วัดมกุฎกษัตริยารามราชวรวิหาร ตำบลบางขุนพรหม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-04,17:00
274,449,1,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม กรุงเทพมหานคร   ,2011-09-07,<blank>,2011-09-03,<blank>
260,450,1,<blank>,<blank>,ศาลา 1 วัดเสมียนนารี ตำบลลาดยาว กรุงเทพมหานคร   ,2011-09-02,19:00,2011-08-29,19:00
260,451,2,<blank>,<blank>,เมรุวัดเสมียนนารี ตำบลลาดยาว กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-03,15:00
259,452,1,<blank>,<blank>,ศาลา 8 วัดโสมนัสราชวรวิหาร  กรุงเทพมหานคร   ,2011-09-05,18:30,2011-09-01,18:30
259,453,2,<blank>,<blank>,วัดโสมนัสราชวรวิหาร  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-06,17:30
258,454,1,<blank>,<blank>,ศาลา 14 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,2011-08-31,18:30,2011-08-27,18:30
258,455,2,<blank>,บุตร-ธิดา<br />\r\nสำนักเศรษฐกิจการแรงงาน สำนักงานปลัดกระทรวงแรงงาน,เมรุ 1 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-01,16:00
257,456,1,<blank>,<blank>,ศาลา 4 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,2011-09-04,18:30,2011-08-31,18:30
257,457,2,<blank>,ครอบครัว กนกเงิน<br />\r\nพยาบาลศิริราช รุ่น9<br />\r\nครอบครัว สินธุพุทธ<br />\r\nครอบครัว ควรพินิจ<br />\r\n,เมรุ 2 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-07,17:00
256,458,1,<blank>,<blank>,ศาลา 3 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,2011-08-31,18:30,2011-08-29,18:30
256,459,3,<blank>,ครอบครัว ศิริวงศ์<br />\r\nมหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี<br />\r\nบริษัท FLOwCO LTD.<br />\r\nO.V. 38<br />\r\n,เมรุ 2 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-01,14:00
255,460,1,<blank>,"เพื่อนชมรม วิศวกรรมศาสตร์ 03 จุฬาฯ<br />\r\nมทร. ธัญบุรี<br />\r\nสบ.มทร. ธัญบุรี , สำนักหอสมุด มก.<br />\r\nญาติตระกูล ",ศาลา 2 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,2011-09-01,17:00,2011-08-29,17:00
254,461,1,<blank>,<blank>,ศาลา 9/1 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน  กรุงเทพมหานคร   ,2011-09-01,18:30,2011-08-30,18:30
254,462,3,<blank>,ภรรยา-ธิดา และ ญาติๆ\r\nบริษัทแคป ซี อี แอล จำกัด\r\nบริษัท เค เอส ซี คอมเมอร์เชียล อินเตอร์เน็ต จำกัด\r\nคณะอนุศาสนาจารย์สามเหล่าทัพ\r\nครอบครัว ประพัฒน์ทอง\r\n\r\nหมายเหตุ:(ศุกร์ 2 ก.ย. 54 พักสวด 1 คืน),เมรุ 2 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-03,14:00
253,463,1,<blank>,<blank>,ศาลา 1 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,2011-09-02,18:30,2011-08-29,18:30
253,464,2,<blank>,ครอบครัว,เมรุ 2 วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-03,17:00
252,465,4,<blank>,พลโทสุรีย์-นางเนาวรัตน์ ศรีอำไพ<br />\r\nนายประไพ-นางสุเมธิณี เจ้าแก้ว<br />\r\nนายฉัตรชัย-นางชัชฐินี วรนาวิน<br />\r\nร.ศ.อนุกูล-นางนันทกา พลศิริ<br />\r\n(เจ้าภาพ),วัดตรีทศเทพ ตำบลบ้านพานถม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-04,16:00
251,466,3,<blank>,<blank>,วัดอบทม ตำบลยี่ล้น อ่างทอง   ,0000-00-00,<blank>,2011-09-03,16:00
250,467,1,<blank>,<blank>,ศาลา 9 วัดพระศรีมหาธาตุวรวิหาร บางเขน กรุงเทพมหานคร   ,2011-09-02,18:30,2011-08-30,18:30
250,468,3,<blank>,<blank>,วัดพระศรีมหาธาตุวรวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-03,16:00
249,469,1,<blank>,<blank>,วัดคลองส่งน้ำ อ.เมือง นครราชสีมา   ,2011-09-02,19:00,2011-08-30,19:00
249,470,2,<blank>,<blank>,วัดคลองส่งน้ำ อ.เมือง นครราชสีมา   ,0000-00-00,<blank>,2011-09-03,15:00
248,471,1,<blank>,<blank>,วัดมะขาม ตำบลบ้านกลาง ปทุมธานี   ,2011-09-04,19:30,2011-08-29,19:30
248,472,3,<blank>,ภรรยา บุตร ธิดา และญาติ,วัดมะขาม ตำบลบ้านกลาง                     ปทุมธานี   ,0000-00-00,<blank>,2011-09-05,17:00
249,473,1,<blank>,<blank>,วัดคลองส่งน้ำ(หลังเคหะเซฟวัน) ตำบลปรุใหญ่ นครราชสีมา   ,2011-09-02,19:00,2011-08-30,19:00
249,474,2,<blank>,<blank>,เมรุ วัดคลองส่งน้ำ(หลังเคหะเซฟวัน) ตำบลปรุใหญ่ นครราชสีมา   ,0000-00-00,<blank>,2011-09-03,15:00
246,475,2,<blank>,<blank>,เมรุ วัดพะยอม ตำบลพยอม พระนครศรีอยุธยา   ,0000-00-00,<blank>,2011-09-01,16:00
244,476,1,<blank>,<blank>,วัดมกุฎกษัตริยารามราชวรวิหาร (ศาลา 8) ตำบลบางขุนพรหม กรุงเทพมหานคร   ,2011-09-03,19:00,2011-08-28,19:00
244,477,2,<blank>,น้องๆ และหลานๆ เจ้าภาพ,วัดมกุฎกษัตริยารามราชวรวิหาร ตำบลบางขุนพรหม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-05,17:00
243,478,1,<blank>,<blank>,วัดโสมนัสวิหารวรวิหาร ศาลา 5 กรุงเทพมหานคร   ,2011-09-01,<blank>,2011-08-26,<blank>
242,479,1,<blank>,<blank>,วัดธาตุทอง ศาลาละไม วิรัชเวชกิจ (ศาลา 19) ตำบลพระโขนง กรุงเทพมหานคร   ,2011-09-02,19:00,2011-08-29,19:00
242,480,5,<blank>,บุตรธิดา<br />\r\nนายประวิทย์-นางเพ็ญศรี คล่องวัฒนกิจ<br />\r\nนางสาวเพ็ญศรี คล่องวัฒนกิจ<br />\r\nนายประเสริฐ-นางสยมพร คล่องวัฒนกิจ<br />\r\nนายเกษม-นางจิราภรณ์ เก่งการค้า<br />\r\nนายสุชัย-นางจิราวิไล เก่งการค้า<br />\r\nนายสมศักิ์-นางภัทราภรณ์ เก่งการค้า<br />\r\nหลาน - เหลน,วัดธาตุทอง ตำบลพระโขนง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-03,<blank>
241,481,1,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน ศาลา 12 กรุงเทพมหานคร   ,2011-08-31,18:30,2011-08-28,18:30
241,482,2,<blank>,<blank>,เมรุ วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-01,14:00
240,483,3,<blank>,<blank>,เมรุ วัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-04,14:00
239,484,1,<blank>,<blank>,วัดธาตุทอง ศาลา 38 (จุลินทร์ ล่ำซำ)\r\n กรุงเทพมหานคร   ,2011-08-31,19:00,2011-08-25,19:00
239,485,3,<blank>,<blank>,เมรุ วัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-09-01,17:00
238,486,1,<blank>,<blank>,วัดตาลเอน ตำบลตาลเอน พระนครศรีอยุธยา   ,2011-08-28,19:30,2011-08-22,19:30
238,487,4,<blank>,<blank>,วัดตาลเอน ตำบลตาลเอน พระนครศรีอยุธยา   ,0000-00-00,<blank>,2011-08-29,16:30
237,488,1,<blank>,<blank>,วัดนาร่อง ตำบลหนองโน สระบุรี,2011-08-26,19:30,2011-08-24,19:30
237,489,2,<blank>,<blank>,วัดนาร่อง สระบุรี,0000-00-00,<blank>,2011-08-27,16:30
236,490,1,<blank>,<blank>,ศาลา 5 วัดพระศรีมหาธาตุวรมหาวิหาร ตำบลอนุสาวรีย์ กรุงเทพมหานคร   ,2011-08-28,18:30,2011-08-26,18:30
236,491,3,<blank>,<blank>,วัดพระศรีมหาธาตุวรมหาวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-29,16:00
235,492,1,<blank>,<blank>,ศาลา 10 วัดหัวลำโพง ตำบลสี่พระยา กรุงเทพมหานคร   ,2011-08-26,19:00,2011-08-22,19:00
234,493,3,<blank>,แพทย์หญิงปานทิพย์ วิริยะพานิช <br />\r\nศาสตราจารย์เกียรติคุณ ดร.สิรินทร์ พิบูลนิยม <br />\r\nนายชวาล โลจายะ <br />\r\nม.ร.ว.ศศิจุฑาภา-สวิจักร์-ขุมทรัพย์-จอมทรัพย์ โลจายะ <br />\r\nสหัสสชัย-กิตติคุณ-โสภีธิดา โลจายะ <br />\r\nกฤตชัย-เกิดโชค-ช่อแก้ว-ชลลกา เก่งระดมยิง,ฌาปนสถาน วัดประยุรวงศาวาส ตำบลวัดกัลยาณ์ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-28,17:00
233,494,3,<blank>,นางสาวสุดา สุวรรณมาลิก<br />\r\nนายพัลลภ-นางอำพรรณ สุวรรณมาลิก<br />\r\nนายแก่นทอง-นางดวงกมล สุวรรณมาลิก<br />\r\nนายจักราวุธ-นางเพียงใจ บัณฑุรัตน์<br />\r\nนายแลรี่-นางพิมพรรณ ฟิตซแพทริก<br />\r\nนายกฤษณ์-นางนันทนา ศิรประภาศิริ<br />\r\nนายกฤชนะ สุวรรณมาลิก,เมรุวัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-31,17:00
232,495,1,<blank>,เอเย่นต์ร้านสาทรบุ๊คเซ็นเตอร์ จ.สุราษฏร์ธานี,มูลนิธิมุทิตาจิตธรรมสถาน สุราษฎร์ธานี   ,2011-08-30,17:00,2011-08-22,17:00
230,496,1,<blank>,<blank>,วัดธาตุทอง ศาลา 9(ชูทับทิม) กรุงเทพมหานคร   ,0000-00-00,19:00,2011-08-27,19:00
230,497,4,<blank>,"ฉัตรสุดา จิวะพงศ์(ภรรยา), ครอบครัวจิวะพงศ์และบริษัท เอ.พี. ฮอนด้า จำกัด",เมรุ วัดธาตุทอง เขตพระโขนง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-28,17:00
228,498,3,<blank>,กำหนดการบำเพ็ญกุศล<br />\r\nวันศุกร์ ที่ 26 สิงหาคม เวลา 15.00 น. เชิญหีบศพออกตั้งบำเพ็ญกุศล<br />\r\nวันเสาร์ที่ 27 สิงหาคม เวลา 15.00 น. เชิญโกศศพแห่เวียนเมรุแล้วเชิญขึ้นตั้งบนจิตกาธาน<br />\r\n                               เวลา 17.00 น. พระราชทานเพลิงศพ<br />\r\n<br />\r\nบุตรธิดา และ หลานๆเจ้าภาพ เจ้าภาพ<br />\r\nบริษัท เดชอุดม แอนด์ แอสโซซิเอทส์ จำกัด เจ้าภาพ,เมรุหลวงหน้าพลับพลาอิศริยาภรณ์ วัดเทพศิรินทราวาส\r\nเขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-27,17:00
227,499,1,<blank>,<blank>,ศาลา 7 วัดลาดพร้าว  กรุงเทพมหานคร   ,2011-08-25,19:00,2011-08-19,19:00
227,500,3,<blank>,<blank>,เมรุ วัดลาดพร้าว                       กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-27,17:00
226,501,1,<blank>,<blank>,วัดธาตุทอง ศาลาเสถียรไทย กรุงเทพมหานคร   ,2011-08-20,19:00,2011-08-17,19:00
226,502,2,<blank>,ครอบครัว วิภาวิวัฒน์<br />\r\nครอบครัว อัฐากรพันธ์,เมรุ วัดธาตุทอง       กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-21,14:00
225,503,1,<blank>,<blank>,ศาลาเวชากร วัดบางนาใน กรุงเทพมหานคร   ,2011-08-20,19:00,2011-08-14,19:00
225,504,3,<blank>,<blank>,เมรุ วัดบางนาใน  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-21,17:00
224,505,1,<blank>,<blank>,ศาลา5 วัดชลประทานรังสฤษฏ์  กรุงเทพมหานคร   ,2011-08-21,19:00,2011-08-17,19:00
224,506,3,<blank>,<blank>,เมรุ วัดชลประทานรังสฤษฏ์ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-22,16:30
223,507,1,<blank>,<blank>,วัดเครือวัลย์วรวิหาร กรุงเทพมหานคร   ,2011-08-19,18:30,2011-08-13,18:30
223,508,3,<blank>,ขออภัยที่มิได้มาเรียนเชิญด้วยตนเอง<br />\r\n<br />\r\nวันที่ 20 สิงหาคม 2554 เลี้ยงพระเพล <br />\r\nและมีเทศน์ตอนบ่าย,เมรุ วัดเครือวัลย์วรวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-20,17:00
222,509,1,<blank>,<blank>,วัดธาตุทอง ศาลา 12  กรุงเทพมหานคร   ,2011-08-19,19:00,2011-08-14,19:00
222,510,3,<blank>,นางพรพรรณ ลวางกูร (ภรรยา)<br />\r\nนางโศภิษฐ์-นายนุรัช มนตรีวรรณ (ธิดา)<br />\r\nนางสาวลลิตา ลวางกูร (ธิดา)<br />\r\nนายศรัณยู-ดร.พัด ลวางกูร (บุตร),เมรุ วัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-20,17:00
221,511,1,<blank>,<blank>,วัดพระศรีมหาธาตุ ศาลา 9/1 กรุงเทพมหานคร   ,2011-08-19,18:30,2011-08-15,18:30
221,512,3,<blank>,ดร.สมชัย สัจจพงษ์ (บุตร)\r\nนายกสมาคมเศรษฐศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,วัดพระศรีมหาธาตุ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-20,14:00
220,513,1,<blank>,<blank>,วัดมกุฎกษัตริยาราม ศาลา 8 กรุงเทพมหานคร   ,2011-08-18,19:00,2011-08-13,19:00
220,514,3,<blank>,<blank>,เมรุวัดมกุฎกษัตริยาราม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-20,18:00
219,515,1,<blank>,<blank>,ศาลา 2 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-08-20,18:30,2011-08-18,18:30
219,516,3,<blank>,<blank>,วัดพระศรีมหาธาตุ  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-21,14:00
218,517,1,<blank>,<blank>,วัดธาตุทอง ศาลาจุลินทร์  กรุงเทพมหานคร   ,2011-08-23,19:00,2011-08-17,19:00
218,518,3,<blank>,เซนต์คาเบรียล 02 และ 02(C)<br />\r\nเป็นเจ้าภาพ <br />\r\nในวันที่ 21 สิงหาคม 2554,วัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-24,17:00
197,519,1,<blank>,<blank>,วัดธาตุทอง ศาลา 5 กรุงเทพมหานคร   ,2011-08-05,19:00,2011-08-01,19:00
197,520,3,<blank>,<blank>,วัดธาตุทอง ศาลา 5 กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-08-06,14:00
196,521,1,<blank>,นางสมใจ บัวพึ่งน้ำ(ภริยา)\r\nนายคำเพชร บัวพึ่งน้ำ(บุตร)\r\nจ.ส.อ.คมกฤช บัวพึ่งน้ำ(บุตร)\r\nนายสรณคมน์ บัวพึ่งน้ำ(บุตร),ศาลา พระโบฎีกาชุน วัดสนามเหนือ ตำบลปากเกร็ด ปากเกร็ด นนทบุรี   ,2011-08-03,19:00,2011-07-30,19:00
192,523,3,<blank>,<blank>,ณ เมรุวัดธาตุทอง เขตวัฒนา  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-07-31,17:30
191,524,1,<blank>,<blank>,ศาลา 8/1 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-07-30,18:30,2011-07-24,18:30
191,525,3,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุ บางเขน                     กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-07-31,13:00
190,526,1,<blank>,<blank>,ณ ศาลา 5 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-07-31,18:00,2011-07-27,18:00
189,527,1,<blank>,<blank>,ณ วัดท่าพระยาจักร(วัดช่องลม) อู่ทอง สุพรรณบุรี   ,2011-07-30,20:00,2011-07-27,20:00
189,528,2,<blank>,<blank>,ณ วัดท่าพระยาจักร(วัดช่องลม) อู่ทอง สุพรรณบุรี   ,0000-00-00,<blank>,2011-07-31,16:00
192,529,3,<blank>,<blank>,เมรุวัดธาตุทอง วัดธาตุทอง เขตวัฒนา                     กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-07-31,17:30
191,530,1,<blank>,<blank>,ศาลา 8/1 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ กรุงเทพมหานคร   ,2011-07-30,18:30,2011-07-24,18:30
191,531,3,<blank>,<blank>,วัดพระศรีมหาธาตุ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-07-31,13:00
754,532,1,<blank>,<blank>,วัดประยุรวงศาวาส ศาลา 1 กรุงเทพมหานคร   ,2012-04-16,19:00,2012-03-13,19:00
754,533,3,<blank>,<blank>,วัดประยุรวงศาวาส  กรุงเทพมหานคร   ,0000-00-00,<blank>,2012-03-17,17:00
112,534,1,<blank>,<blank>,ศาลา 100 ปี วัดเบญจมบพิตรดุสิตวนาราม ตำบลดุสิต ดุสิต กรุงเทพมหานคร   ,2011-06-09,19:00,2011-06-05,19:00
112,535,2,<blank>,นายกุลกวี สุขุมาลจันทร์ (บุตร)<br />\r\nนพ.สุธีธัช สุขุมาลจันทร์ (บุตร)<br />\r\nเจ้าภาพ,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-06-12,17:00
111,536,3,<blank>,<blank>,ฌาปนสถานกองทัพบก วัดโสมนัสวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-06-12,17:00
110,537,1,<blank>,นางเดือนจิตร ไกรสรรณ์<br/>\r\nและบุตร - ธิดา เจ้าภาพ,วัดโสมนัสวิหาร ศาลา 9 ตำบลวัดโสมนัส ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร   ,2011-06-08,18:30,2011-06-02,18:30
109,538,1,<blank>,<blank>,วัดหนองกระทู้ ม.5 ตำบลหนองบ่อ อ.สองพี่น้อง สุพรรณบุรี   ,2011-06-07,20:00,2011-06-02,20:00
109,539,4,<blank>,<blank>,วัดหนองกระทู้ ม.5 ตำบลหนองบ่อ อ.สองพี่น้อง  สุพรรณบุรี   ,0000-00-00,<blank>,2011-06-08,16:00
107,540,1,<blank>,<blank>,ศาลาจงพิพัฒนสุข วัดเทพธิดาราม สำราญราษฏร์  กรุงเทพมหานคร   ,2011-06-02,19.00,2011-05-30,19.00
107,541,5,<blank>,บริษัท สำนักพิมพ์วัฒนาพานิช จำกัด และบริษัทในเครือ<br />\r\nนายเริงชัย จงพิพัฒนสุข<br />\r\nนายประสิทธิ์ - นางยุพดี พลไพศาล<br />\r\nนายวินิจ - นางจตุพร วงศ์รุ่งโรน์กิจ<br />\r\nนายไชยยงค์ - นางอรพรรณ เตวชิระ<br />\r\nนายสถาพร - นางยุพาพรรณ รัตนทรัพย์<br />\r\nนายอภิศักดิ์ - นางจารุวรรณ เทพผดุงพร<br />\r\nพ.ต.อ.ไกรเลิศ - นางอมรา บัวแก้ว<br />\r\nนายชัยวัฒน์ จงพิพัฒนสุข<br />\r\nนางสาวอุไรวรรณ จงพิพัฒนสุข<br />\r\nหลานและเหลน (เจ้าภาพ),วัดเทพธิดาราม  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-06-03,<blank>
106,542,3,<blank>,<blank>,เมรุวัดมกุฏกษัตริยาราม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-06-05,17.30
105,543,1,<blank>,คณะสงฆ์วัดมหาธาตุยุวราชรังสฤษฎิ์<br />\r\nคณะสงฆ์วัดไทยพุทธคยา ประเทศอินเดีย<br />\r\nคณะศิษยานุศิษย์,พระตำหนักสมเด็จพระสังฆราช คณะ 1 <br />\r\nวัดมหาธาตุยุวราชรังสฤษฎิ์<br />\r\nเขตพระนคร กรุงเทพมหานคร   ,2011-08-14,19.00,2011-05-30,19.00
104,544,3,<blank>,<blank>,เมรุวัดหัวลำโพง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-06-04,17:00
103,545,1,<blank>,<blank>,วัดคลองเปล (วัดน้ำผุด) ตรมข้ามสวนสาธารณะ อ.หาดใหญ่ สงขลา   ,2011-06-01,18:30,2011-05-28,18:30
103,546,2,<blank>,<blank>,วัดคลองเปล สงขลา   ,0000-00-00,<blank>,2011-06-02,13:00
102,547,1,<blank>,<blank>,วัดเจ้าอาม ตำบลบางขุนนนท์ บางกอกน้อย กรุงเทพมหานคร   ,2011-06-02,19:00,2011-05-29,19:00
102,548,2,<blank>,<blank>,วัดเจ้าอาม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-06-04,17:00
101,549,1,<blank>,<blank>,วัดเทพศิรินทราวาสราชวรวิหาร ศาลา 2 ตำบลวัดเทพศิรินทร์ ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร   ,2011-06-05,<blank>,2011-05-30,<blank>
100,550,1,<blank>,<blank>,ศาลา 10 วัดพระศรีมหาธาตุ วรวิหาร บางเขน กรุงเทพมหานคร   ,2011-05-30,18:30,2011-05-24,18:30
100,551,2,<blank>,<blank>,วัดพระศรีมหาธาตุ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-31,14:00
99,552,1,<blank>,<blank>,วัดพระศรีมหาธาตุ วรวิหาร ม.6 ตำบลอนุสาวรีย์ บางเขน  กรุงเทพมหานคร   ,2011-06-03,18:30,2011-05-30,18:30
99,553,3,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-06-04,13:00
86,554,3,<blank>,<blank>,วัดนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-28,17:00
85,555,1,<blank>,<blank>,วัดเครือวัลย์วรวิหาร กรุงเทพมหานคร   ,2011-05-25,18.30,2011-05-19,18.30
85,556,3,<blank>,<blank>,วัดเครือวัลย์วรวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-26,17.00
84,557,1,<blank>,<blank>,วัดน้อย ต.บ้านโขด อ.เมือง ชลบุรี   ,2011-05-27,19.30,2011-05-22,19.30
84,558,2,<blank>,<blank>,วัดน้อย ต.บ้านโขด อ.เมือง ชลบุรี   ,0000-00-00,<blank>,2011-05-28,16.30
83,559,1,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2011-05-31,18.30,2011-05-23,18.30
82,560,3,<blank>,<blank>,เมรุวัดสุวรรณรัตนาราม (แคราย) ตำบลแคราย อำเภอกระทุ่มแบน สมุทรสาคร   ,0000-00-00,<blank>,2011-05-29,17.00
81,561,1,<blank>,<blank>,วัดมกุฏกษัตริยารามราชวรวิหาร ศาลา 13 กรุงเทพมหานคร   ,2011-05-27,18.30,2011-05-21,18.30
81,562,2,<blank>,<blank>,วัดมกุฏกษัตริยารามราชวรวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-28,14.00
80,563,1,<blank>,<blank>,ศาลา 1 วัดทินกรนิมิต ถ.ประชาราษฎร์ อ.เมือง  นนทบุรี   ,2011-05-21,19.00,2011-05-14,19.00
80,564,3,<blank>,<blank>,วัดทินกรนิมิต นนทบุรี   ,0000-00-00,<blank>,2011-05-22,16.00
79,565,3,<blank>,<blank>,เมรุวัดพระศรีมหาธาตุวรมหาวิหาร เขตบางเขน  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-24,17.30
75,566,1,<blank>,<blank>,วัดธาตุทอง ศาลา 19 กรุงเทพมหานคร   ,2011-05-22,19.00,2011-05-16,19.00
75,567,3,<blank>,<blank>,เมรุวัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-24,17.00
74,568,1,<blank>,<blank>,วัดมกุฏกษัตริยาราม กรุงเทพมหานคร   ,0000-00-00,19.00,2011-05-21,19.00
74,569,3,<blank>,<blank>,เมรุ วัดมกุฏกษัตริยาราม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-22,17.00
72,570,2,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุวรมหาวิหาร เขตบางเขน  กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-22,16.00
71,571,1,<blank>,<blank>,วัดธาตุทอง ศาลา 18 (ศาลาพระสิทธิพยากรณ์) กรุงเทพมหานคร   ,2011-05-21,19.00,2011-05-14,19.00
