shop_id,shop_fax,shop_desc,shop_name,shop_site,shop_time,shop_email,shop_provi,shop_amphur,shop_address,shop_district,shop_province,shop_telephone
134,<blank>,รับจัดดอกไม้ ดอกไม้สด แห้ง,ร้าน ลูกอาชีวะ,<blank>,ทำการทุกวัน 05:00-20:00,<blank>,ร้อยเอ็ด   ,เมืองร้อยเอ็ด   ,3  เปรมประชาราษฎร์ ตำบลในเมือง อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด 45000,ในเมือง   ,33,"043519551,043518738"
135,<blank>,บริการจัดและส่งดอกไม้ ดอกไม้สด ดอกไม้แห้ง ในและนอกสถานที่ บริการจัดส่งดอกไม้ทั่วไทย จัดส่งดอกไม้วันเกิด จัดดอกไม้งานพิธีต่างๆ พวงหรีด แจกัน กระเช้าดอกไม้ พวงมาลัย ดอกไม้งานแต่ง จัดซุ้มงานแต่ง รถเช่าในจังหวัดหนองบัวลำภู,สวนนงลักษณ์,<blank>,<blank>,m_niyomlao@yahoo.com,หนองบัวลำภู   ,หนองบัว   ,37 หมู่ 15  วรราชภักดี ตำบลหนองบัว อำเภอเมืองหนองบัวลำภู หนองบัวลำภู 39000,หนองบัว   ,27,"042311516,042312718,0895739199"
136,075620632,"รับดอกไม้สด ดอกไม้ประดิษฐ์ จากสวนที่เชียงราย ขายส่ง-ขายปลีก รับจัดดอกไม้ (บริการส่งถึงที่) รับจัดดอกไม้ตามงาน อีเวน, งานแต่งงาน, งานศพ ฯลฯ ร้านดอกไม้ กระบี่, ดอกไม้ กระบี่, รับจัดดอกไม้ กระบี่, ดอกไม้สด กระบี่",กระบี่ฟลอริส,http://www.rabiflorist.com,ทำการทุกวัน 08:00-20:00,info@krabiflorist.com,กระบี่   ,เมืองกระบี่   ,323/4  มหาราช ตำบลปากน้ำ อำเภอเมืองกระบี่ กระบี่ 81000,มหาราช   ,64,"075620631,0843074073"
137,<blank>,"รับจัดดอกไม้, ดอกไม้ประดับ, ช่อดอกไม้, กระเช้าดอกไม้, จัดดอกไม้, จัดดอกไม้งานแต่ง,พวงหรีด, รับจัดดอกไม้สด, รับจัดดอกไม้แห้ง, แจกันดอกไม้",ล้านดอกไม้ คิงส์ ดีไซด์ ฟลาวเวอร์,http://jojostudio.multiply.com,ทำการทุกวัน 08:00-21:00,lily_king2524@hotmail.com,ชุมพร   ,เมืองชุมพร   ,176/38  สหกรณ์ ตำบลท่าตะเภา อำเภอเมืองชุมพร ชุมพร 86000,ท่าตะเภา,69,0816078695
138,<blank>,<blank>,บริษัท เจ เอส ฟลาวเวอร์ จำกัด,<blank>,<blank>,<blank>,กรุงเทพมหานคร,คันนายาว   ,74/78 ซอยปัญจมิตร 2 นวมินทร์ แขวงคันนายาว เขตคันนายาว กทม 10230,นายาว   ,1,"025108689,025191128"
139,053275668,ร้านดอกไม้เชียงใหม่ พวงหรีดเชียงใหม่ กระเช้าดอกไม้เชียงใหม่ ช่อดอกไม้เชียงใหม่ จัดดอกไม้เชียงใหม่,สะหลุงดอก ร้านดอกไม้,http://www.saloungdok.com,<blank>,<blank>,เชียงใหม่   ,เมืองเชียงใหม่   ,29  ช่างหล่อ ตำบลหายยา อำเภอเมืองเชียงใหม่ เชียงใหม่ 50100,หายยา,38,"053275668,053200576,0813667460"
140,<blank>,"รับจัดทำ,จัดจำหน่าย ดอกไม้ทุกรูปแบบ ช่อดอกไม้,กระเช้า, และรูปแบบต่างๆตามที่ลูกค้าต้องการ, มีบริการส่งภายในจังหวัดเชียงใหม่",ไอริส ฟลอริสท์,http://www.chiangmai-florist.com,ทำการทุกวัน 09:00-20:00,Info@Iris-Florist.com,เชียงใหม่   ,เมืองเชียงใหม่   ,59/1  นิมมานเหมินทร์ ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200,สุเทพ,38,"053895259,0895565595"
141,<blank>,รับจัดดอกไม้งานแต่งงาน งานอีเวนท์ และศูนย์จำหน่ายดอกไม้,ชลบุรี ฟลอริสท์,http://www.weddinginlove.com/chonburiflorist,ทำการทุกวัน 09:00-20:00,<blank>,ชลบุรี   ,เมืองชลบุรี   ,170/8 หมู่ 3  เมืองใหม่ ตำบลเสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000,เสม็ด   ,11,0876037587
142,<blank>,"รับจัดทำตกแต่ง ช่อดอกไม้,กระเช้าดอกไม้,ดอกไม้สด,ดอกไม้แห้ง,และรับจัดดอกไม้,ซุ้มดอกไม้ นอกสถานที่",พัทยาฟลาวเวอร์,http://www.pattayaflower.com,ทำการทุกวัน 08:00-20:00,pattayaflower@hotmail.com,ชลบุรี   ,หนองปรือ   ,189/72-3 หมู่ 11  เทพประสิทธิ์ ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี 20150,บางละมุง   ,11,"038906676,0806197042,0817817727"
143,<blank>,Sweet Flower Florist & Interior Design รับจัดงานนอกสถานที่ รับจัดแจกัน กระเช้า ช่อ สำหรับทุกโอกาส พานพุ่ม พานรดน้ำ มาลัยบ่าวสาว พวงหรีด พวงมาลัย บายศรี มาลัย ใช้ได้ทุกโอกาส,สวีท ฟลาวเวอร์,<blank>,ทำการทุกวัน 08:00-19:00,<blank>,นนทบุรี   ,เมืองนนทบุรี   ,64/1 หมู่ 10  ราชพฤกษ์ ตำบลบางกร่าง อำเภอเมืองนนทบุรี นนทบุรี 11000,บางกร่าง   ,3,"029215132,0815540089"
144,<blank>,จุ๊บ จุ๊บ ฟลาวเวอร์ รับจัดดอกไม้ และ บริการส่งทั่วกรุงเทพและปริมณฑล,จุ๊บ จุ๊บ ฟลาวเวอร์ ร้านดอกไม้,http://www.joopjoopflowers.com,จันทร์-ศุกร์ 08:00-19:00 เสาร์ 08:00-19:00 อาทิตย์ 09:00-18:00,joopjoopflowers@hotmail.com,กรุงเทพมหานคร,ภาษีเจริญ   ,1/61-63  เพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กทม 10160,บางหว้า   ,1,"024571703,0816686659,0863306659"
145,<blank>,จำหน่ายและบริการรับจัดดอกไม้,ร้าน ดอกไม้ใบเฟิร์น,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,สกลนคร   ,วานรนิวาส   ,374 หมู่ 4   ตำบลวานรนิวาส อำเภอวานรนิวาส สกลนคร 47120,วานรนิวาส,35,042791252
146,<blank>,ร้านดอกไม้,เจ้ตุ้ม ร้านดอกไม้,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,สระบุรี,พิชัย   ,6 ซอยสุขุมาลย์ 7 พิชัยรณรงค์สงคราม ตำบลปากเพรียว อำเภอเมืองสระบุรี สระบุรี 18000,ปากเพรียว   ,10,"0815717209,036223688"
147,076209126,รับจัดดอกไม้ทั่วไป และในงานพิธี บริการจัดส่งถึงที่,ร้าน ดอกไม้สด,http://www.flowerfloristphuket.com,ทำการทุกวัน 07:00-20:00,flowerphuket@hotmail.com,ภูเก็ต   ,เมืองภูเก็ต   ,97/4  วิรัชหงษ์หยก ตำบลวิชิต อำเภอเมืองภูเก็ต ภูเก็ต 83000,วิชิต,66,076209124-5
148,022236087,รับจัดดอกไม้ หน้าศพ แจกัน ช่อ พวงหรีด ซุ้มประตู บริการจัดส่งทั่วกรุงเทพ,ร้าน ใหม่เรืองศรีออคิด,<blank>,ทำการทุกวัน 07:00-18:00,<blank>,กรุงเทพมหานคร,พระนคร,314 ซอย รร เสาวภา บ้านหม้อ แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,บ้านหม้อ   ,1,022236455
149,<blank>,"รับจัดดอกไม้ต่างๆ เช่น งานแต่งงาน, งานออกาไนซ์, ภายในร้านยังขาย กาแฟ ผลไม้ปั่น, สมูทตี้ และไอศกรีม",ร้าน นีซ ฟลาวเวอร์ แอนด์ มอร์,<blank>,ทำการทุกวัน 09:00-21:00,niece-flowers-shop@hotmail.com,กรุงเทพมหานคร,จตุจักร,87/121 ซอย 1 ประชานิเวศน์ แขวงลาดยาว เขตจตุจักร กทม 10900,ลาดยาว,1,"029544570,0812945230"
150,<blank>,รับจัดดอกไม้ทุกงาน ดอกไม้สด - แห้ง,ร้าน สุมาลีดอกไม้สดหีบศพ,<blank>,ทำการทุกวัน 06:00-21:00,<blank>,นครราชสีมา   ,ปากช่อง   ,28  เทศบาล 16 ตำบลปากช่อง อำเภอปากช่อง นครราชสีมา 30130,ปากช่อง,19,"044311758,044311751"
151,023985858,จำหน่ายดอกไม้สด-ดอกไม้แห้ง แจกัน กระเช้า ช่อบูเก้ รับจัดดอกไม้งานศพ และงานดอกไม้ในพิธีต่างๆ บริการทั้งในและนอกสถานที่,ร้าน เยาวพา,<blank>,ทำการทุกวัน 08:00-19:00,panatchakorn_th@hotmail.com,สมุทรปราการ   ,สำโรง   ,506/7 หมู่ 1   ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,สำโรง   ,2,"0878212294,023985858"
152,022257444,จำหน่ายและรับจัดดอกไม้ พวงหรีด ทั่งใน และนอกสถานที่ งานพิธีต่างๆ,ร้าน ขวัญใจ,<blank>,ทำการทุกวัน 06:00-18:00,<blank>,กรุงเทพมหานคร,พระนคร,98/3  จักรเพชร แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,วังบูรพาภิรมย์   ,1,"022214033,022220656"
153,025796192,รับจัดดอกไม้ทุกชนิด กระเช้า แจกัน ช่อ พวงหรีด รับจัดทั้งในและนอกสถานที่ มีบริการส่ง ทั่วกรุงเทพ จัดส่งฟรีในพื้นที่เขตจตุจักร เริ่มต้นจัดช่อดอกไม้ 500 บาทขึ้นไป,ห้างหุ้นส่วนจำกัด เค ฟลาวเวอร์,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,กรุงเทพมหานคร,จตุจักร,21/43 หมู่ 5  งามวงศ์วาน แขวงลาดยาว เขตจตุจักร กทม 10900,ลาดยาว,1,029412964-6
154,<blank>,จำหน่ายและบริการจัดดอกไม้ ทั้งในและนอกสถานที่,ร้าน โรสการ์เด้น,http://www.rosegardenshop.com/home.htm,ทำการทุกวัน 08:00-17:00,<blank>,กรุงเทพมหานคร,คลองเตย,3885  พระราม 4 แขวงพระโขนง เขตคลองเตย กทม 10110,พระโขนง   ,1,"023900097,027124038"
155,<blank>,"จำหน่ายดอกไม้ปลีกและส่ง อุปกรณ์การจัดดอกไม้ จัดงานศพ,งานแต่งงาน, งานเลี้ยง, บริการจัดส่งถึงที่, มีดอกไม้จากต่างประเทศ ทุกเทศกาล, ดอกไม้สดทุกชนิด และอุปกรณ์การจัดดอกไม้, รับจัดดอกไม้สด ราคาเป็นกันเอง",จำเรียงพานิช ร้านดอกไม้ (ดอกไม้จำเรียงเก่า),<blank>,ทำการทุกวัน 06:30-20:00,<blank>,กำแพงเพชร   ,เมืองกำแพงเพชร   ,310  ราชดำเนิน ตำบลในเมือง อำเภอเมืองกำแพงเพชร กำแพงเพชร 62000,ในเมือง   ,49,"055714131,0857267338"
156,022557747,รับจัดดอกไม้ จัดส่งนอกสถานที่,บริษัท ซิลเวอร์เรน ฟลอรีสท์ จำกัด,http://www.silver-rain.co.th,จันทร์-ศุกร์ 07:00-19:00 เสาร์ 09:00-19:00 อาทิตย์ 09:00-19:00,<blank>,กรุงเทพมหานคร,ปทุมวัน   ,430/45-6 สยามสแควร์ซอย 9  แขวงปทุมวัน เขตปทุมวัน กทม 10330,ปทุมวัน   ,1,"022522930,026581828-9,022510346"
157,<blank>,จำหน่ายและรับจัดดอกไม้ทั้งในและนอกสถานที่ งานพิธีต่างๆ และบริการส่ง คิดค่าจัดส่งตามระยะทาง,ร้าน เซนทรัลฟลาวเวอร์,<blank>,ทำการทุกวัน 06:00-21:00,<blank>,กรุงเทพมหานคร,บางรัก   ,15  นราธิวาส แขวงสุริยวงศ์ เขตบางรัก กทม 10500,บางรัก   ,1,"022358144,022378358,022358690"
158,029542687,รับจัดดอกไม้ทุกชนิด รับจัดนอกสถานที่ งานพิธีต่าง ๆ จัดส่ง ทั่วกรุงเทพ,ร้าน เลดี้เจน ฟลาวเวอร์,<blank>,ทำการทุกวัน 08:00-20:00,tat.ladyjane@hotmail.com,กรุงเทพมหานคร,จตุจักร,88/66  เทศบาลสงเคราะห์ แขวงลาดยาว เขตจตุจักร กทม 10900,ลาดยาว,1,029543524
159,<blank>,ร้านดอกไม้จัด ช่อดอกไม้ กระเช้า แจกัน พวงหรีด ดอกไม้สด ดอกไม้ประดิษฐ์,ซาแมนต้า ฟลอริสท์ ร้านดอกไม้,http://www.samantaflorist.com,ทำการทุกวัน 07:30-20:30,kik_1990@hotmail.com,กรุงเทพมหานคร,พร้าว   ,116/4 ซอยลาดพร้าว 53   เขตลาดพร้าว กทม 10230,ตลาด   ,1,"029333386,025398208,025392198"
160,045262044,จำหน่ายดอกไม้สด รับจัดดอกไม้ทั้งในและนอกสถานที่ รับจัดดอกไม้แห้ง งานพิธีการต่างๆ,ร้าน เซียมดอกไม้,<blank>,จันทร์-ศุกร์ 06:00-19:00 เสาร์ 06:00-12:00 อาทิตย์ 08:00-12:00,<blank>,อุบลราชธานี   ,เมืองอุบลราชธานี   ,618/3  พิชิตรังสรรค์ ตำบลในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000,ในเมือง   ,23,"045262053,0872227333,0858565342,0868776885"
161,<blank>,รับจัดดอกไม้หน้าศพ รับจัดดอกไม้ ทั้งในและนอกสถานที่ งานพิธีต่างๆ บริการส่ง,ร้าน เปรมวดี (ฮวย),<blank>,ทำการทุกวัน 08:00-19:00,<blank>,กรุงเทพมหานคร,พระนคร,278-80  บ้านหม้อ แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,บ้านหม้อ   ,1,"022217324,022239763,022218324,022225522"
162,026157470,ร้านขายดอกไม้ออนไลน์ บริการจัดดอกไม้แบบมีสไตล์พร้อมมีผู้เชี่ยวชาญให้คำปรึกษาและออกแบบดอกไม้ได้ตามใจคุณปรารถนา และรับจัดดอกไม้ในโอกาสสำคัญต่างๆทั้งในและนอกสถานที่,ฟอร์เกทมีนอท แกลลอรี,http://www.forgetmenot-flower.com,จันทร์-ศุกร์ 08:30-18:00 เสาร์ 08:30-18:00,info@forgetmenot-flower.com,กรุงเทพมหานคร,พญาไท   ,220/6 ซอย 18 ประดิพัทธ์ แขวงสามเสนใน เขตพญาไท กทม 10400,สามเสนใน   ,1,026157474
163,<blank>,"รับจัด-จำหน่ายดอกไม้สด-แห้ง ทั้งในและนอกประเทศ รูปแบบ ช่อ, แจกัน, กระเช้า, พวงหรีด, ซุ้มพิธีกร, งานเมรุ, หน้าศพ พร้อมบริการจัดส่ง",วันทิวา ร้านดอกไม้,http://www.wantiwaflorist.th.com,ทำการทุกวัน 07:00-19:00,wantiwa_florist@hotmail.com,กรุงเทพมหานคร,สะพานสูง,14/79  สุขาภิบาล 3 แขวงสะพานสูง เขตสะพานสูง กทม 10240,สะพานสูง   ,1,023731171
164,<blank>,ดำเนินธุรกิจกว่า 40 ปี,ร้าน มาลัยวรรณ,http://www.malaiwan.com,จันทร์-ศุกร์ 08:00-20:00 เสาร์ 08:00-20:00,poo@malaiwan.com,กรุงเทพมหานคร,คลองเตย,854  สุขุมวิท แขวงพระโขนง เขตคลองเตย กทม 10110,พระโขนง   ,1,"023919808,023912988,027120023-6,027122073-5,023811551"
165,<blank>,รับจัดดอกไม้ สำหรับทุกโอกาส รับจัด นอกสถานที่ บริการส่ง และจำหน่าย เครื่องสังฆภัณฑ์ทุกประเภท,ร้าน อุดมพร,<blank>,ทำการทุกวัน 05:30-20:00,<blank>,กรุงเทพมหานคร,ลาดกระบัง   ,23 หมู่ 1 ซอยอ่อนนุช ลาดกระบัง แขวงลาดกระบัง เขตลาดกระบัง กทม 10520,ตลาด   ,1,"023269629,023266242"
166,<blank>,"จำหน่ายดอกไม้สดและดอกไม้ประดิษฐ์ รับจัดช่อดอกไม้,กระเช้าดอกไม้,พวงหรีด และดอกไม้ในงานต่างๆ ทั้งในและนอกสถานที่",ป๊อบ ฟลาวเวอร์,<blank>,ทำการทุกวัน 06:30-17:00,<blank>,สมุทรสาคร   ,เมืองสมุทรสาคร   ,99/223  พระราม 2 ตำบลพันท้ายนรสิงห์ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,สิงห์   ,59,"0818068438,034425023"
167,<blank>,จำหน่าย พวงหรีด พวงมาลา เครื่องบวช ผ้าไตร จีวร บริขาร,ร้าน ดอกไม้ออร์คิทต์,<blank>,ทำการทุกวัน 06:00-19:30,<blank>,บุรีรัมย์   ,เมืองบุรีรัมย์   ,75-7  สุนทรเทพ ตำบลในเมือง อำเภอเมืองบุรีรัมย์ บุรีรัมย์ 31000,ในเมือง   ,20,044611630
168,026540312,"จำหน่าย-ดอกไม้สด, ดอกไม้ผ้า จัดดอกไม้สด-แห้ง พวงหรีด",ร้าน สยามฟลาวเวอร์,<blank>,จันทร์-ศุกร์ 07:30-18:00 เสาร์ 08:30-16:00,<blank>,กรุงเทพมหานคร,ปทุมวัน   ,139/5  วิทยุ แขวงลุมพินี เขตปทุมวัน กทม 10330,ลุมพินี   ,1,"022555984,026540311"
169,075219101,บริการจำหน่าย ให้เช่า ชุดรดน้ำสังข์ ซุ้มแต่งงาน ผ้าม่าน ขันหมากแห้ง-สด มาลัยบ่าว-สาว พานสินสอดดอกไม้แห้ง-สด และอุปกรณ์ต่างๆ สำหรับงานแต่งงาน ดอกไม้ประดิษฐ์-ดอกไม้จัน พวงหรีดดอกไม้สด-ดอกไม้ประดิษฐ์ บริการจัดส่งดอกไม้ตามสั่ง ทั้งในและนอกสถานที่,บุหงา ออคิด,<blank>,จันทร์-ศุกร์ 07:00-20:00 อาทิตย์ 07:00-18:00,bunga_orchid@hotmail.com,ตรัง   ,trim(เมืองตรัง   ),81  พัทลุง ตำบลทับเที่ยง อำเภอเมืองตรัง ตรัง 92000,ทับเที่ยง,72,075210738
170,<blank>,บริการจัดดอกไม้สด แห้ง แจกัน ช่อกระเช้า พวงหรีด งานแต่ง ซุ้มประตู หน้าศพ เมรุ บายศรี มาลัย ฯลฯ คิค่าจัดส่งตามระยะทาง คิดค่าบริการจัดส่งตามระยะทาง,นุชนาฏ ฟลอรีสท์,<blank>,จันทร์-ศุกร์ 08:30-19:00 เสาร์ 08:30-19:00,<blank>,ปทุมธานี   ,เมืองปทุมธานี   ,ถนนรังสิต-ปทุม ตำบลบางกะดี อำเภอเมืองปทุมธานี ปทุมธานี 12000,รังสิต   ,4,0865223106
171,<blank>,รับจัดดอกไม้สดทุกเทศกาล ทั้งงานมงคล อวมงคล งานวันเกิด งานแต่งงาน งานรับปริญญา งานพิธีต่างๆ ทั้งในและนอกสถานที่ รับจัดช่อ กระเช้า แจกัน บูเก้ ฝีมือประณีตด้วยวัสดุคุณภาพ,จ้าวภูผา ร้านดอกไม้,<blank>,จันทร์-ศุกร์ 08:30-20:00,<blank>,นนทบุรี   ,เมืองนนทบุรี   ,138/13  นนทบุรี ตำบลท่าทราย อำเภอเมืองนนทบุรี นนทบุรี 11000,ท่าทราย   ,3,029687144-5
172,<blank>,ขายดอกไม้,บริษัท ฟลอร่า เซียนฮุ้ย (ประเทศไทย) จำกัด,<blank>,ทำการทุกวัน 00:00-24:00,<blank>,กรุงเทพมหานคร,พระนคร,10-2  จักรเพชร แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,วังบูรพาภิรมย์   ,1,"022219399,026239484-5,026239847"
173,037322222,ร้านขายดอกไม้,ร้าน กฤติยา ฟลอริสท์,<blank>,<blank>,<blank>,นครนายก   ,องครักษ์,283/39 หมู่ 1   ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120,องครักษ์   ,17,0876874873
174,<blank>,ดอกไม้,ปาริชาต ฟลอริสท์,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,กรุงเทพมหานคร,คลองเตย,1074-6  สุขุมวิท แขวงพระโขนง เขตคลองเตย กทม 10250,พระโขนง   ,1,"023823872,027123280"
175,<blank>,<blank>,บ้านดอกไม้,<blank>,<blank>,<blank>,สงขลา   ,เมืองสงขลา   ,2/56  สระเกษ  อำเภอเมืองสงขลา สงขลา 94000,สระเกษ,70,"074441133,0897332867,0812763154"
176,<blank>,<blank>,คุณไก่ ร้านดอกไม้,<blank>,ทำการทุกวัน 05:00-19:00,<blank>,นครปฐม   ,สามพราน   ,ตลาดสดเทศบาล   ตำบลสามพราน อำเภอสามพราน นครปฐม 73110,ตลาด   ,58,034322185
177,029133632,ขายดอกไม้สดและประดิษฐ์ โคมไฟหินเกลือ,อาร์ท ออฟ ฟาวเวอร์,http://www.artofflower.com,จันทร์-ศุกร์ 08:00-17:00 เสาร์ 08:00-17:00,chara@artofflower.com,กรุงเทพมหานคร,บางซื่อ   ,109 หมู่ 3 ซอยโชติวัฒน์ ประชาชื่น แขวงบางซื่อ เขตบางซื่อ กทม 10800,บางซื่อ   ,1,"025869593,025879713,029133631"
178,<blank>,ร้านดอกไม้ ที่สวยที่สุด จัดในภาชนะ ออกแบบพิเศษ ไม่ซ้ำกับที่อื่น บริการเหรือระดับ ครบวงจร จัดงานนอกสถานที่ งานแต่งงาน พวงหรีด มีดอกไม้ ทั้งสด และประดิษฐ์ มีดอกไม้นำเข้าจากต่างประเทศ กุหลาบฮอลแลนด์,โคลสทูเนเชอร์ ฟลาวเวอร์ส ร้านดอกไม้,http://closetonature.net,ทำการทุกวัน 10:00-22:00,c2nflower@gmail.com,กรุงเทพมหานคร,ปทุมวัน   ,เซ็นทรัลเวิลด์ โซนเอ   แขวงปทุมวัน เขตปทุมวัน กทม 10330,ปทุมวัน   ,1,"022699992,0899226609"
179,<blank>,ร้านดอกไม้ ที่สวยที่สุด จัดในภาชนะ ออกแบบพิเศษ ไม่ซ้ำกับที่อื่น บริการเหรือระดับ ครบวงจร จัดงานนอกสถานที่ งานแต่งงาน พวงหรีด มีดอกไม้ ทั้งสด และประดิษฐ์ มีดอกไม้นำเข้าจากต่างประเทศ กุหลาบฮอลแลนด์,โคลสทูเนเชอร์ ฟลาวเวอร์ส ร้านดอกไม้,http://closetonature.net,ทำการทุกวัน 10:00-22:00,c2nflower@gmail.com,กรุงเทพมหานคร,ปทุมวัน   ,จามจุรีสแควร์  ถนนพระราม 4 แขวงปทุมวัน เขตปทุมวัน กทม 10330,ปทุมวัน   ,1,021605040
180,<blank>,รับจัดดอกไม้นอกสถานที่ งานมงคลสมรสต่างๆ,ร้าน เปียดอกไม้สด,<blank>,<blank>,<blank>,ตาก   ,เมืองตาก   ,ตลาดสดเทศบาล 1   ตำบลหนองหลวง อำเภอเมืองตาก ตาก 63000,ตลาด   ,50,055513474
181,<blank>,บริการจัดดอกไม้ สอนการทำดอกไม้ ถักด้วยไหมพรม จำหน่ายดอกไม้ถัก ทั้งปลีก-ส่ง มีให้เลือกหลายแบบตามใจลูกค้า มีที่เดียวในหาดใหญ่ ที่ทำกับไหมพรม รับซื้อชิ้นงานจากลูกศิษย์ที่มาเรียนที่นี้ตลอด ราคาพูดคุยได้ บริการเป็นกันเอง สามารถโทรสั่งรูปแบบที่ต้องการ ราคาถูก เพราะผลิตเอง,ร้าน ใจรักการประดิษฐ์ดอกไม้,<blank>,ทำการทุกวัน 08:00-21:00,<blank>,สงขลา   ,หาดใหญ่   ,43/4  ตันรัตนากร  อำเภอหาดใหญ่ สงขลา 90110,ตันรัตนากร,70,0869569368
182,<blank>,"จัดดอกไม้สด, ช่อบูเก้, กระเช้า, แจกัน พวงหรีด, ช่อดอกไม้รับปริญญา ดอกไม้สด, ดอกไม้ประดิษฐ์",นภิส ฟลอรีสท์,<blank>,จันทร์-ศุกร์ 08:00-20:00 เสาร์ 08:00-20:00,<blank>,กรุงเทพมหานคร,สวนหลวง   ,1042  สุขุมวิท 77 แขวงสวนหลวง เขตสวนหลวง กทม 10250,สวนหลวง   ,1,"023321359,0818602538"
183,074324887,รับปรึกษางานตกแต่งและออกแบบทั่วไป ทั้งในและนอกสถานที่ภายในจังหวัด-ต่างจังหัวด ออกแบบงานนิทรรศการต่างๆ ออกแบบป้ายเฉลิมพระเกียรติทุกชนิด รับจัดดอกไม้สด ดอกไม้แห้ง งานแต่งงาน ชุดรถน้ำสังข์ ชุดขันหมาก พวงมาลัย งานศพ พวงหรีด ตบแต่งงานพิธี,ร้าน ภานุวัฒน์ ฟลอริสท์,<blank>,<blank>,<blank>,สงขลา   ,เมืองสงขลา   ,77/4  ไทรบุรี ตำบลบ่อยาง อำเภอเมืองสงขลา สงขลา 90000,บ่อยาง,70,"074324887,074440473"
184,<blank>,<blank>,ชาย ฟลาวเวอร์,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,อุทัยธานี   ,เมืองอุทัยธานี   ,497-9  ศรีอุทัย  อำเภอเมืองอุทัยธานี อุทัยธานี 61000,อุทัย   ,48,056511017
185,<blank>,จำหน่ายบริการส่งดอกไม้สด ประดิษฐ์ รับจัด บริการส่งถึงที่ เช่น กุหลาบ ดอกไม้นำเข้า ดอกไม้ประดิษฐ์จากเมืองจีน ผลิตภัณฑ์แฮนด์เมด แต่ละชิ้นสวยงาม ไม่เหมือนใคร ราคาถูกมาก ผลิต-ขายหมวก กระเป๋า แจกัน ดอกไม้ ตุ๊กตาเซรามิค เครื่องแก้ว สำหรับโชว์ตู้กระจก ต้นไม้ กระถางสำหรับโชว์ในบ้าน อาคารต่างๆ เหมาะเป็นของขวัญของชำร่วย ขึ้นปีใหม่ งานรับปริญญาต่างๆ (จากประเทศจีน),ร้าน โรส ไวโอเลต,<blank>,ทำการทุกวัน 10:30-20:00,<blank>,นนทบุรี   ,บางเขน   ,พันธุ์ทิพย์พลาซ่า  ถนนงามวงศ์วาน ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี 11000,งามวงศ์วาน,3,"0874969669,0865001699"
186,<blank>,<blank>,ร้าน แสงสว่างดอกไม้,<blank>,ทำการทุกวัน 07:00-21:00,<blank>,สระแก้ว   ,อรัญประเทศ   ,17  จิตต์สุวรรณ ตำบลอรัญประเทศ อำเภออรัญประเทศ สระแก้ว 27120,อรัญประเทศ,18,037231102
187,029960304,บริการรับจัด-ส่ง ดอกไม้สด-แห้ง ทุกโอกาส พร้อมออกแบบตกแต่งดอกไม้ ในงานพิธีต่างๆ นอกสถานที่ รับจัดแจกัน กระเช้าดอกไม้ ผลไม้ ช่อบูเก้ ตุ๊กตา ของขวัญ พวงหรีด ซุ้มดอกไม้ ซุ้มลูกโป่ง ชุดพานรถน้ำ ขันหมาก มาลัยบ่าว-สาว บายศรีทุกชนิด,จัดดอกไม้ ปทุมธานี-กทม,http://www.loveyoueveryday.com,ทำการทุกวัน 08:00-18:00,sales@loveyoueveryday.com,ปทุมธานี   ,ธัญบุรี   ,487  รังสิต-นครนายก ตำบลประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130,รังสิต   ,4,"0863350030,029965250"
188,<blank>,จำหน่ายดอกไม้,ร้าน จำปี,<blank>,ทำการทุกวัน 06:00-18:00,<blank>,สุพรรณบุรี   ,เมืองสุพรรณบุรี   ,36  ตลาดทรัพย์สิน ซอยทรัพย์สิน 4   อำเภอเมืองสุพรรณบุรี สุพรรณบุรี 72000,ตลาด   ,57,035502983
189,<blank>,รับจัดดอกไม้สด-ดอกไม้แห้ง ดอกไม้ในพิธีวาระต่างๆ ทั้งใน และนอกสถานที่,คุณมดดอกไม้,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,ชลบุรี   ,บ้านนา   ,649 หมู่ 2  บ้านนา ตำบลสัตหีบ อำเภอสัตหีบ ชลบุรี 20180,บ้านนา   ,11,"038438766,0813443914"
